Audi,Q7,4L (2005Ч2009),3.0 TDI quattro Tiptronic (233 л.с.),2007,270000 км,не битый,5,внедорожник,дизель,автомат,серый,полный,левый,Base,800000
Audi,A6,C5 (1997Ч2001),2.5 TDI Tiptronic (180 л.с.),2001,334995 км,не битый,4,седан,дизель,автомат,синий,передний,левый,Base,247000
,,,,,,,,,,,,,,,490000
Audi,100,C4 (1990Ч1994),2.8 MT (174 л.с.),1991,308419 км,не битый,4,седан,бензин,механика,чЄрный,передний,левый,Base,130000
Audi,A8,D3 рестайлинг (2005Ч2007),3.7 quattro Tiptronic (280 л.с.),2006,167000 км,не битый,4,седан,бензин,автомат,чЄрный,полный,левый,Base,350000
Audi,100,C4 (1990Ч1994),2.0 MT (115 л.с.),1991,307000 км,не битый,4,седан,бензин,механика,синий,передний,левый,Base,140000
Audi,Q7,4L (2005Ч2009),3.0 TDI quattro Tiptronic (233 л.с.),2008,308000 км,не битый,5,внедорожник,дизель,автомат,чЄрный,полный,левый,Base,646000
Audi,Q3,I (2011Ч2014),2.0 TFSI quattro S tronic (170 л.с.),2013,89730 км,не битый,5,внедорожник,бензин,робот,чЄрный,полный,левый,Base,930000
Audi,A5,I (2007Ч2011),2.0 TFSI quattro S tronic (211 л.с.),2011,120000 км,не битый,5,хетчбэк,бензин,робот,серый,полный,левый,Base,745000
Audi,A5,I рестайлинг (2011Ч2016),2.0 TFSI quattro S tronic (211 л.с.),2012,92000 км,не битый,5,хетчбэк,бензин,робот,белый,полный,левый,Base,1195000
Audi,80,B3 (1986Ч1991),2.0 MT (113 л.с.),1991,312680 км,не битый,4,седан,бензин,механика,красный,передний,левый,Base,60000
Audi,Q5,I рестайлинг (2012Ч2017),2.0 TFSI quattro AT (225 л.с.),2013,119000 км,не битый,5,внедорожник,бензин,автомат,серый,полный,левый,Base,1190000
Audi,A6,C6 (2004Ч2008),2.4 MT (177 л.с.),2006,290000 км,не битый,4,седан,бензин,механика,чЄрный,передний,левый,Base,700000
Audi,100,C4 (1990Ч1994),2.3 MT (133 л.с.),1991,229000 км,не битый,4,седан,бензин,механика,чЄрный,передний,левый,Base,85000
Audi,A6,C5 (1997Ч2001),1.8 MT (125 л.с.),2000,282500 км,не битый,4,седан,бензин,механика,чЄрный,передний,левый,Base,320000
Audi,100,C4 (1990Ч1994),2.5 D MT (115 л.с.),1991,527000 км,не битый,4,седан,дизель,механика,красный,передний,левый,Base,120000
Audi,A4,B8 (2007Ч2011),1.8 TFSI Multitronic (120 л.с.),2009,121600 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,—тандарт,635000
Audi,A6,C6 (2004Ч2008),2.4 Multitronic (177 л.с.),2004,225000 км,не битый,4,седан,бензин,вариатор,серебр€ный,передний,левый,Base,350000
Audi,80,B3 (1986Ч1991),1.8 MT (88 л.с.),1988,42000 км,не битый,4,седан,бензин,механика,чЄрный,передний,левый,Base,25000
Audi,A6,C7 (2011Ч2014),3.0 TFSI quattro S tronic (300 л.с.),2011,220000 км,не битый,4,седан,бензин,робот,синий,полный,левый,Base,790000
Audi,A6,C6 (2004Ч2008),3.2 quattro Tiptronic (255 л.с.),2006,250000 км,не битый,5,универсал,бензин,автомат,чЄрный,полный,левый,Base,550000
Audi,A3,8P рестайлинг 2 (2008Ч2013),1.4 TFSI S tronic (125 л.с.),2009,134000 км,не битый,5,хетчбэк,бензин,робот,чЄрный,передний,левый,,490000
Audi,A6,C6 рестайлинг (2008Ч2011),2.0 TFSI Multitronic (170 л.с.),2011,120500 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,690000
Audi,Q3,I рестайлинг (2014Ч2018),2.0 TFSI quattro S tronic (180 л.с.),2016,51000 км,не битый,5,внедорожник,бензин,робот,коричневый,полный,левый,Sport,1460000
Audi,A8,D2 (1994Ч1999),2.8 AT (174 л.с.),1995,700000 км,не битый,4,седан,бензин,автомат,синий,передний,левый,Base,350000
Audi,A4,B9 (2015Чн. в.),35 TFSI 1.4 S tronic (150 л.с.),2017,60000 км,не битый,4,седан,бензин,робот,коричневый,передний,левый,Design,1450000
Audi,Q7,4M (2015Чн. в.),3.0 TDI quattro AT (249 л.с.),2016,37000 км,битый,5,внедорожник,дизель,автомат,синий,полный,левый,,1450000
Audi,A6,C6 (2004Ч2008),2.4 Multitronic (177 л.с.),2008,226000 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,535000
Audi,A6,C6 (2004Ч2008),2.0 TFSI Multitronic (170 л.с.),2007,165000 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,499000
Audi,Q3,I рестайлинг (2014Ч2018),1.4 TFSI S tronic (150 л.с.),2014,180000 км,не битый,5,внедорожник,бензин,робот,чЄрный,передний,левый,,820000
Audi,Q7,4L (2005Ч2009),3.6 FSI quattro Tiptronic (280 л.с.),2008,127000 км,не битый,5,внедорожник,бензин,автомат,серый,полный,левый,Base,800000
Audi,80,B4 (1991Ч1996),2.0 MT (115 л.с.),1994,474000 км,не битый,4,седан,бензин,механика,белый,передний,левый,Base,163000
Audi,A4,B7 (2004Ч2009),2.0 Multitronic (130 л.с.),2007,185000 км,не битый,4,седан,бензин,вариатор,красный,передний,левый,Base,370000
Audi,A4,B5 (1994Ч1999),1.6 MT (101 л.с.),1995,350000 км,битый,4,седан,бензин,механика,зелЄный,передний,левый,Base,80000
Audi,A4,B7 (2004Ч2009),2.0 TFSI quattro Tiptronic (200 л.с.),2007,250000 км,битый,4,седан,бензин,автомат,чЄрный,полный,левый,Base,50132
Audi,A4,B6 (2000Ч2006),2.0 Multitronic (130 л.с.),2004,230000 км,не битый,4,седан,бензин,вариатор,серый,передний,левый,Base,350000
Audi,A4,B8 рестайлинг (2011Ч2015),1.8 TFSI Multitronic (170 л.с.),2014,82000 км,не битый,4,седан,бензин,вариатор,серебр€ный,передний,левый,Base,600000
Audi,A6,C7 рестайлинг (2014Ч2018),2.8 FSI quattro S tronic (220 л.с.),2015,116766 км,не битый,4,седан,бензин,робот,бежевый,полный,левый,Base,1599000
Audi,A6,C5 (1997Ч2001),2.5 quattro TDI MT (150 л.с.),1998,258000 км,не битый,4,седан,дизель,механика,синий,полный,левый,Base,150000
Audi,A5,I рестайлинг (2011Ч2016),1.8 TFSI Multitronic (160 л.с.),2011,123000 км,не битый,5,хетчбэк,бензин,вариатор,красный,передний,левый,Base,730000
Audi,A6,C5 рестайлинг (2001Ч2004),2.0 Multitronic (130 л.с.),2001,275000 км,не битый,4,седан,бензин,вариатор,синий,передний,левый,Base,390000
Audi,Q5,I (2008Ч2012),2.0 TFSI quattro Tiptronic (211 л.с.),2010,160000 км,не битый,5,внедорожник,бензин,автомат,серый,полный,левый,Base,760000
Audi,A6,C7 (2011Ч2014),2.0 TFSI Multitronic (180 л.с.),2013,175000 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,880000
Audi,A4,B5 (1994Ч1999),2.6 MT (150 л.с.),1995,350000 км,битый,4,седан,бензин,механика,чЄрный,передний,левый,Base,65000
Audi,A4,B6 (2000Ч2006),1.8 quattro Tiptronic (170 л.с.),2003,249000 км,не битый,4,седан,бензин,автомат,синий,полный,левый,Base,320000
Audi,Q7,4L (2005Ч2009),3.0 TDI quattro Tiptronic (233 л.с.),2007,170000 км,не битый,5,внедорожник,дизель,автомат,чЄрный,полный,левый,Base,890000
Audi,A6 Allroad Quattro,C7 (2012Ч2014),3.0 TFSI quattro S tronic (310 л.с.),2012,234484 км,не битый,5,универсал,бензин,робот,коричневый,полный,левый,Base,1199990
Audi,A6,C4 (1994Ч1997),2.0 AT (115 л.с.),1994,300000 км,не битый,5,универсал,бензин,автомат,зелЄный,передний,левый,Base,199000
Audi,SQ5,I (2013Ч2017),3.0 TFSI quattro Tiptronic (354 л.с.),2015,208000 км,не битый,5,внедорожник,бензин,автомат,чЄрный,полный,левый,Base,1599000
Audi,A4,B8 рестайлинг (2011Ч2015),1.8 TFSI Multitronic (170 л.с.),2011,150000 км,не битый,4,седан,бензин,вариатор,белый,передний,левый,Base,650000
Audi,A6,C7 (2011Ч2014),2.0 TFSI Multitronic (180 л.с.),2012,100000 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,950000
Audi,A3,8P рестайлинг 2 (2008Ч2013),1.4 TFSI S tronic (125 л.с.),2011,113000 км,не битый,5,хетчбэк,бензин,робот,красный,передний,левый,,550000
Audi,A4,B8 рестайлинг (2011Ч2015),1.8 TFSI Multitronic (120 л.с.),2014,150000 км,не битый,4,седан,бензин,вариатор,белый,передний,левый,Base,720000
Audi,100,C4 (1990Ч1994),2.3 MT (133 л.с.),1992,333333 км,не битый,4,седан,бензин,механика,серебр€ный,передний,левый,Base,114000
Audi,A4,B8 рестайлинг (2011Ч2015),1.8 TFSI Multitronic (160 л.с.),2011,159000 км,не битый,4,седан,бензин,вариатор,белый,передний,левый,Base,429000
Audi,100,C4 (1990Ч1994),2.3 MT (133 л.с.),1991,200000 км,не битый,5,универсал,бензин,механика,серый,передний,левый,Base,80000
Audi,Q7,4L (2005Ч2009),3.0 TDI quattro Tiptronic (233 л.с.),2008,300000 км,не битый,5,внедорожник,дизель,автомат,чЄрный,полный,левый,Base,890000
Audi,90,B3 (1987Ч1991),2.0 MT (115 л.с.),1989,143000 км,не битый,4,седан,бензин,механика,чЄрный,передний,левый,Base,130000
Audi,100,C3 (1982Ч1988),1.8 MT (75 л.с.),1986,403607 км,битый,4,седан,бензин,механика,синий,передний,левый,Base,60000
Audi,A4,B9 (2015Чн. в.),35 TFSI 1.4 S tronic (150 л.с.),2017,52000 км,не битый,4,седан,бензин,робот,чЄрный,передний,левый,Base,1500000
Audi,A6,C5 рестайлинг (2001Ч2004),3.0 quattro Tiptronic (220 л.с.),2003,175087 км,не битый,4,седан,бензин,автомат,голубой,полный,левый,Base,430000
Audi,80,B4 (1991Ч1996),2.0 MT (90 л.с.),1993,230000 км,не битый,4,седан,бензин,механика,красный,передний,левый,Base,270000
Audi,80,B3 (1986Ч1991),1.8 MT (90 л.с.),1989,90000 км,не битый,4,седан,бензин,механика,зелЄный,передний,левый,Base,74000
Audi,A4,B7 (2004Ч2009),2.0 Multitronic (130 л.с.),2007,194000 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,385000
Audi,A6,C5 (1997Ч2001),2.8 quattro MT (193 л.с.),1998,303000 км,не битый,4,седан,бензин,механика,чЄрный,полный,левый,Base,180000
Audi,A3,8V (2012Ч2016),1.4 TFSI S tronic (122 л.с.),2013,132000 км,не битый,5,хетчбэк,бензин,робот,белый,передний,левый,,669777
Audi,Q3,I (2011Ч2014),2.0 TFSI quattro S tronic (170 л.с.),2012,109571 км,не битый,5,внедорожник,бензин,робот,серебр€ный,полный,левый,Base,977000
Audi,100,C4 (1990Ч1994),2.0 MT (137 л.с.),1990,200000 км,не битый,4,седан,бензин,механика,красный,передний,левый,Base,30000
Audi,Q7,4L (2005Ч2009),3.6 FSI quattro Tiptronic (280 л.с.),2007,244000 км,не битый,5,внедорожник,бензин,автомат,серебр€ный,полный,левый,,639888
Audi,A6,C6 (2004Ч2008),2.4 Multitronic (177 л.с.),2008,200000 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,575000
Audi,Q7,4M (2015Чн. в.),3.0 TDI quattro AT (249 л.с.),2016,60000 км,не битый,5,внедорожник,дизель,автомат,белый,полный,левый,,3100000
Audi,A6,C6 (2004Ч2008),2.4 Multitronic (177 л.с.),2005,241525 км,не битый,4,седан,бензин,вариатор,бежевый,передний,левый,Base,285000
Audi,Q3,I (2011Ч2014),2.0 TDI quattro S tronic (177 л.с.),2013,73200 км,не битый,5,внедорожник,дизель,робот,белый,полный,левый,Base,940000
Audi,A6,C5 (1997Ч2001),2.8 quattro Tiptronic (193 л.с.),1997,330000 км,не битый,4,седан,бензин,автомат,синий,полный,левый,Base,190000
Audi,A6,C7 (2011Ч2014),2.0 TFSI Multitronic (180 л.с.),2014,175000 км,не битый,4,седан,бензин,вариатор,чЄрный,передний,левый,Base,950000
Audi,A6,C4 (1994Ч1997),2.0 MT (101 л.с.),1995,260000 км,не битый,4,седан,бензин,механика,зелЄный,передний,левый,Base,100000
Audi,100,C4 (1990Ч1994),2.3 MT (133 л.с.),1994,283741 км,не битый,4,седан,бензин,механика,синий,передний,левый,Base,142500
Audi,A6,C8 (2018Чн. в.),55 TFSI 3.0 quattro S tronic (340 л.с.),2019,,,4,седан,бензин,робот,коричневый,полный,левый,Design,4190000
Audi,A6,C5 (1997Ч2001),2.4 MT (165 л.с.),1998,298162 км,не битый,4,седан,бензин,механика,чЄрный,передний,левый,Base,230000
Audi,80,B4 (1991Ч1996),2.0 MT (115 л.с.),1994,250000 км,не битый,5,универсал,бензин,механика,серый,передний,левый,Base,175000
Audi,Q7,4L рестайлинг (2009Ч2015),3.0 TDI quattro Tiptronic (245 л.с.),2011,145000 км,не битый,5,внедорожник,дизель,автомат,чЄрный,полный,левый,Base,1300000
Audi,A8,D3 рестайлинг 2 (2007Ч2010),4.2 FSI quattro Tiptronic (350 л.с.),2008,420000 км,не битый,4,седан,бензин,автомат,чЄрный,полный,левый,Base,650000
Audi,A8,D4 (2010Ч2014),3.0 TFSI quattro Tiptronic (290 л.с.),2013,188000 км,не битый,4,седан,бензин,автомат,чЄрный,полный,левый,Base,920000
Audi,TT,8J (2006Ч2010),2.0 TFSI S tronic (200 л.с.),2008,150000 км,не битый,2,купе,бензин,робот,чЄрный,передний,левый,Base,599000
Audi,Q5,II (2016Чн. в.),45 TFSI 2.0 quattro S tronic (249 л.с.),2017,29000 км,не битый,5,внедорожник,бензин,робот,белый,полный,левый,,2888888
